Date,Region,Report_Text
12/03/2020,CISO,"Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing)."
12/03/2020,CISO,"Loss of electric service to more than 50,000 customers for 1 hour or more."
12/03/2020,CISO,"Loss of electric service to more than 50,000 customers for 1 hour or more."
12/05/2020,NYIS,"Loss of electric service to more than 50,000 customers for 1 hour or more."
12/06/2020,RF,Unplanned evacuation from its Bulk Electric System control center facility for 30 continuous minutes or more.
12/07/2020,CISO,"Loss of electric service to more than 50,000 customers for 1 hour or more."
12/08/2020,RF,Complete loss of monitoring or control capability at its staffed Bulk Electric System control center for 30 continuous minutes or more.
12/09/2020,MISO,Complete loss of monitoring or control capability at its staffed Bulk Electric System control center for 30 continuous minutes or more.
12/10/2020,CISO,Unplanned evacuation from its Bulk Electric System control center facility for 30 continuous minutes or more.
12/11/2020,ERCO,Complete loss of monitoring or control capability at its staffed Bulk Electric System control center for 30 continuous minutes or more.
12/13/2020,CISO,"Uncontrolled loss of 200 Megawatts or more of firm system loads for 15 minutes or more from a single incident for entities with previous year's peak demand less than or equal to 3,000 Megawatts."
12/14/2020,CISO,Cyber event that could potentially impact electric power system adequacy or reliability.
12/14/2020,CISO,Complete loss of monitoring or control capability at its staffed Bulk Electric System control center for 30 continuous minutes or more.
12/14/2020,RF,Cyber event that could potentially impact electric power system adequacy or reliability.
12/16/2020,MISO,"Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing)."
12/17/2020,CISO,Electrical System Separation (Islanding) where part or parts of power grid remain(s) operational in an otherwise blacked out area or within the partial failure of an integrated electrical system.
12/17/2020,RF,Complete loss of monitoring or control capability at its staffed Bulk Electric System control center for 30 continuous minutes or more.
12/18/2020,CISO,"Physical threat to its Facility excluding weather or natural disaster related threats, which has the potential to degrade the normal operation of the Facility. Or suspicious device or activity at its Facility."
12/20/2020,CISO,Cyber event that could potentially impact electric power system adequacy or reliability.
12/22/2020,CISO,"Physical threat to its Facility excluding weather or natural disaster related threats, which has the potential to degrade the normal operation of the Facility. Or suspicious device or activity at its Facility."
12/24/2020,RF,"Loss of electric service to more than 50,000 customers for 1 hour or more."
12/25/2020,CISO,Damage or destruction of its Facility that results from actual or suspected intentional human action.
12/25/2020,RF,"Physical threat to its Facility excluding weather or natural disaster related threats, which has the potential to degrade the normal operation of the Facility. Or suspicious device or activity at its Facility."
12/25/2020,NYIS,"Loss of electric service to more than 50,000 customers for 1 hour or more."
12/28/2020,SERC,Damage or destruction of its Facility that results from actual or suspected intentional human action.
01/01/2021,CISO,Physical attack that could potentially impact electric power system adequacy or reliability; or vandalism which targets components of any security systems.
01/02/2021,CISO,Electrical System Separation (Islanding) where part or parts of power grid remain(s) operational in an otherwise blacked out area or within the partial failure of an integrated electrical system.
01/04/2021,RF,"Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing)."
01/08/2021,SERC,Damage or destruction of its Facility that results from actual or suspected intentional human action.
01/10/2021,ERCO,"Loss of electric service to more than 50,000 customers for 1 hour or more."
01/11/2021,SERC,"Loss of electric service to more than 50,000 customers for 1 hour or more."
01/12/2021,CISO,Electrical System Separation (Islanding) where part or parts of power grid remain(s) operational in an otherwise blacked out area or within the partial failure of an integrated electrical system.
01/12/2021,CISO,"Loss of electric service to more than 50,000 customers for 1 hour or more."
01/12/2021,CISO,"Loss of electric service to more than 50,000 customers for 1 hour or more."
01/12/2021,CISO,"Loss of electric service to more than 50,000 customers for 1 hour or more."
01/13/2021,CISO,"Loss of electric service to more than 50,000 customers for 1 hour or more."
01/13/2021,SERC,Damage or destruction of its Facility that results from actual or suspected intentional human action.
01/15/2021,SERC,Complete loss of monitoring or control capability at its staffed Bulk Electric System control center for 30 continuous minutes or more.
01/18/2021,NYIS,Complete loss of monitoring or control capability at its staffed Bulk Electric System control center for 30 continuous minutes or more.
01/19/2021,CISO,"Loss of electric service to more than 50,000 customers for 1 hour or more."
01/19/2021,CISO,"Loss of electric service to more than 50,000 customers for 1 hour or more."
01/21/2021,ERCO,Damage or destruction of its Facility that results from actual or suspected intentional human action.
01/23/2021,SERC,"Physical threat to its Facility excluding weather or natural disaster related threats, which has the potential to degrade the normal operation of the Facility. Or suspicious device or activity at its Facility."
01/23/2021,CISO,"Physical threat to its Facility excluding weather or natural disaster related threats, which has the potential to degrade the normal operation of the Facility. Or suspicious device or activity at its Facility."
01/26/2021,CISO,"Loss of electric service to more than 50,000 customers for 1 hour or more."
01/27/2021,NYIS,Damage or destruction of its Facility that results from actual or suspected intentional human action.
01/28/2021,NYIS,Damage or destruction of its Facility that results from actual or suspected intentional human action.
02/01/2021,ERCO,"Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing)."
02/02/2021,MISO,Electrical System Separation (Islanding) where part or parts of power grid remain(s) operational in an otherwise blacked out area or within the partial failure of an integrated electrical system.
02/02/2021,MISO,Electrical System Separation (Islanding) where part or parts of power grid remain(s) operational in an otherwise blacked out area or within the partial failure of an integrated electrical system.
02/03/2021,MISO,"Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing)."
02/05/2021,SERC,Damage or destruction of its Facility that results from actual or suspected intentional human action.
02/06/2021,RF,"Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing)."
02/07/2021,ERCO,"Physical threat to its Facility excluding weather or natural disaster related threats, which has the potential to degrade the normal operation of the Facility. Or suspicious device or activity at its Facility."
02/08/2021,MISO,"Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing)."
02/08/2021,NYIS,Unplanned evacuation from its Bulk Electric System control center facility for 30 continuous minutes or more.
02/09/2021,CISO,Damage or destruction of its Facility that results from actual or suspected intentional human action.
02/09/2021,SERC,"Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing)."
02/10/2021,ERCO,"Loss of electric service to more than 50,000 customers for 1 hour or more."
02/11/2021,SERC,Fuel supply emergencies that could impact electric power system adequacy or reliability.
02/11/2021,CISO,"Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing)."
02/11/2021,MISO,Fuel supply emergencies that could impact electric power system adequacy or reliability.
02/12/2021,CISO,"Loss of electric service to more than 50,000 customers for 1 hour or more."
02/12/2021,ERCO,Fuel supply emergencies that could impact electric power system adequacy or reliability.
02/13/2021,CISO,"Loss of electric service to more than 50,000 customers for 1 hour or more."
02/13/2021,ERCO,Public appeal to reduce the use of electricity for purposes of maintaining the continuity of the Bulk Electric System.
02/13/2021,RF,"Loss of electric service to more than 50,000 customers for 1 hour or more."
02/13/2021,SERC,"Loss of electric service to more than 50,000 customers for 1 hour or more."
02/14/2021,ERCO,Public appeal to reduce the use of electricity for purposes of maintaining the continuity of the Bulk Electric System.
02/14/2021,ERCO,Public appeal to reduce the use of electricity for purposes of maintaining the continuity of the Bulk Electric System.
02/14/2021,MISO,Public appeal to reduce the use of electricity for purposes of maintaining the continuity of the Bulk Electric System.
02/14/2021,SERC,Public appeal to reduce the use of electricity for purposes of maintaining the continuity of the Bulk Electric System.
02/14/2021,MISO,Firm load shedding of 100 Megawatts or more implemented under emergency operational policy.
02/14/2021,SERC,Public appeal to reduce the use of electricity for purposes of maintaining the continuity of the Bulk Electric System.
02/14/2021,MISO,Public appeal to reduce the use of electricity for purposes of maintaining the continuity of the Bulk Electric System.
02/14/2021,SERC,Public appeal to reduce the use of electricity for purposes of maintaining the continuity of the Bulk Electric System.
02/15/2021,ERCO,Firm load shedding of 100 Megawatts or more implemented under emergency operational policy.
02/15/2021,ERCO,Firm load shedding of 100 Megawatts or more implemented under emergency operational policy.
02/15/2021,ERCO,Complete loss of monitoring or control capability at its staffed Bulk Electric System control center for 30 continuous minutes or more.
02/15/2021,ERCO,Firm load shedding of 100 Megawatts or more implemented under emergency operational policy.
02/15/2021,ERCO,Firm load shedding of 100 Megawatts or more implemented under emergency operational policy.
02/15/2021,ERCO,Firm load shedding of 100 Megawatts or more implemented under emergency operational policy.
02/15/2021,ERCO,Firm load shedding of 100 Megawatts or more implemented under emergency operational policy.
02/15/2021,ERCO,Firm load shedding of 100 Megawatts or more implemented under emergency operational policy.
02/15/2021,SERC,Public appeal to reduce the use of electricity for purposes of maintaining the continuity of the Bulk Electric System.
02/15/2021,ERCO,"Loss of electric service to more than 50,000 customers for 1 hour or more."
02/15/2021,ERCO,Firm load shedding of 100 Megawatts or more implemented under emergency operational policy.
02/15/2021,ERCO,"Loss of electric service to more than 50,000 customers for 1 hour or more."
02/15/2021,ERCO,"Total generation loss, within one minute of: greater than or equal to 2,000 Megawatts in the Eastern or Western Interconnection or greater than or equal to 1,400 Megawatts in the ERCOT Interconnection."
02/15/2021,ERCO,Firm load shedding of 100 Megawatts or more implemented under emergency operational policy.
02/15/2021,MISO,Public appeal to reduce the use of electricity for purposes of maintaining the continuity of the Bulk Electric System.
02/15/2021,MISO,Fuel supply emergencies that could impact electric power system adequacy or reliability.
02/15/2021,MISO,Fuel supply emergencies that could impact electric power system adequacy or reliability.
02/15/2021,ERCO,Public appeal to reduce the use of electricity for purposes of maintaining the continuity of the Bulk Electric System.
02/15/2021,ERCO,Public appeal to reduce the use of electricity for purposes of maintaining the continuity of the Bulk Electric System.
02/15/2021,ERCO,Firm load shedding of 100 Megawatts or more implemented under emergency operational policy.
02/15/2021,ERCO,"Loss of electric service to more than 50,000 customers for 1 hour or more."
02/15/2021,SERC,Public appeal to reduce the use of electricity for purposes of maintaining the continuity of the Bulk Electric System.
02/15/2021,SERC,Public appeal to reduce the use of electricity for purposes of maintaining the continuity of the Bulk Electric System.
02/15/2021,ERCO,Firm load shedding of 100 Megawatts or more implemented under emergency operational policy.
02/15/2021,MISO,Firm load shedding of 100 Megawatts or more implemented under emergency operational policy.
02/15/2021,SERC,Public appeal to reduce the use of electricity for purposes of maintaining the continuity of the Bulk Electric System.
02/15/2021,ERCO,Public appeal to reduce the use of electricity for purposes of maintaining the continuity of the Bulk Electric System.
02/15/2021,SERC,Fuel supply emergencies that could impact electric power system adequacy or reliability.
02/15/2021,ERCO,"Loss of electric service to more than 50,000 customers for 1 hour or more."
02/15/2021,SERC,Firm load shedding of 100 Megawatts or more implemented under emergency operational policy.
02/15/2021,MISO,Fuel supply emergencies that could impact electric power system adequacy or reliability.
02/15/2021,ERCO,Public appeal to reduce the use of electricity for purposes of maintaining the continuity of the Bulk Electric System.
02/15/2021,ERCO,Firm load shedding of 100 Megawatts or more implemented under emergency operational policy.
02/15/2021,ERCO,Firm load shedding of 100 Megawatts or more implemented under emergency operational policy.
02/16/2021,MISO,Firm load shedding of 100 Megawatts or more implemented under emergency operational policy.
02/16/2021,SERC,"Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing)."
02/16/2021,ERCO,Unplanned evacuation from its Bulk Electric System control center facility for 30 continuous minutes or more.
02/16/2021,SERC,Firm load shedding of 100 Megawatts or more implemented under emergency operational policy.
02/16/2021,ERCO,Public appeal to reduce the use of electricity for purposes of maintaining the continuity of the Bulk Electric System.
02/16/2021,ERCO,Unplanned evacuation from its Bulk Electric System control center facility for 30 continuous minutes or more.
02/16/2021,SERC,Public appeal to reduce the use of electricity for purposes of maintaining the continuity of the Bulk Electric System.
02/16/2021,SERC,Public appeal to reduce the use of electricity for purposes of maintaining the continuity of the Bulk Electric System.
02/16/2021,MISO,Firm load shedding of 100 Megawatts or more implemented under emergency operational policy.
02/16/2021,SERC,Firm load shedding of 100 Megawatts or more implemented under emergency operational policy.
02/16/2021,SERC,Firm load shedding of 100 Megawatts or more implemented under emergency operational policy.
02/16/2021,ERCO,Firm load shedding of 100 Megawatts or more implemented under emergency operational policy.
02/16/2021,ERCO,Public appeal to reduce the use of electricity for purposes of maintaining the continuity of the Bulk Electric System.
02/16/2021,SERC,Public appeal to reduce the use of electricity for purposes of maintaining the continuity of the Bulk Electric System.
02/16/2021,CISO,Unplanned evacuation from its Bulk Electric System control center facility for 30 continuous minutes or more.
02/16/2021,MISO,"Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing)."
02/16/2021,SERC,Public appeal to reduce the use of electricity for purposes of maintaining the continuity of the Bulk Electric System.
02/16/2021,SERC,Firm load shedding of 100 Megawatts or more implemented under emergency operational policy.
02/16/2021,SERC,"Loss of electric service to more than 50,000 customers for 1 hour or more."
02/16/2021,SERC,Firm load shedding of 100 Megawatts or more implemented under emergency operational policy.
02/16/2021,RF,Cyber event that could potentially impact electric power system adequacy or reliability.
02/16/2021,SERC,Firm load shedding of 100 Megawatts or more implemented under emergency operational policy.
02/16/2021,SERC,Firm load shedding of 100 Megawatts or more implemented under emergency operational policy.
02/16/2021,ERCO,Firm load shedding of 100 Megawatts or more implemented under emergency operational policy.
02/17/2021,SERC,Public appeal to reduce the use of electricity for purposes of maintaining the continuity of the Bulk Electric System.
02/17/2021,ERCO,Public appeal to reduce the use of electricity for purposes of maintaining the continuity of the Bulk Electric System.
02/17/2021,MISO,Fuel supply emergencies that could impact electric power system adequacy or reliability.
02/17/2021,SERC,Public appeal to reduce the use of electricity for purposes of maintaining the continuity of the Bulk Electric System.
02/17/2021,SERC,"Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing)."
02/17/2021,SERC,Public appeal to reduce the use of electricity for purposes of maintaining the continuity of the Bulk Electric System.
02/17/2021,ERCO,Complete loss of monitoring or control capability at its staffed Bulk Electric System control center for 30 continuous minutes or more.
02/19/2021,SERC,Firm load shedding of 100 Megawatts or more implemented under emergency operational policy.
02/19/2021,ERCO,Cyber event that causes interruptions of electrical system operations.
02/19/2021,NYIS,Complete loss of monitoring or control capability at its staffed Bulk Electric System control center for 30 continuous minutes or more.
02/27/2021,CISO,Unplanned evacuation from its Bulk Electric System control center facility for 30 continuous minutes or more.
02/28/2021,ERCO,Complete loss of monitoring or control capability at its staffed Bulk Electric System control center for 30 continuous minutes or more.
03/01/2021,NYIS,Cyber event that could potentially impact electric power system adequacy or reliability.
03/01/2021,NYIS,"Loss of electric service to more than 50,000 customers for 1 hour or more."
03/01/2021,ERCO,Damage or destruction of its Facility that results from actual or suspected intentional human action.
03/02/2021,SERC,Complete loss of monitoring or control capability at its staffed Bulk Electric System control center for 30 continuous minutes or more.
03/05/2021,RF,Complete loss of monitoring or control capability at its staffed Bulk Electric System control center for 30 continuous minutes or more.
03/06/2021,CISO,Electrical System Separation (Islanding) where part or parts of power grid remain(s) operational in an otherwise blacked out area or within the partial failure of an integrated electrical system.
03/08/2021,CISO,Damage or destruction of its Facility that results from actual or suspected intentional human action.
03/08/2021,CISO,"Physical threat to its Facility excluding weather or natural disaster related threats, which has the potential to degrade the normal operation of the Facility. Or suspicious device or activity at its Facility."
03/11/2021,CISO,Damage or destruction of its Facility that results from actual or suspected intentional human action.
03/17/2021,RF,"Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing)."
03/17/2021,ERCO,"Loss of electric service to more than 50,000 customers for 1 hour or more."
03/18/2021,CISO,Damage or destruction of its Facility that results from actual or suspected intentional human action.
03/19/2021,SERC,Damage or destruction of its Facility that results from actual or suspected intentional human action.
03/19/2021,RF,Complete loss of monitoring or control capability at its staffed Bulk Electric System control center for 30 continuous minutes or more.
03/19/2021,NYIS,Complete loss of monitoring or control capability at its staffed Bulk Electric System control center for 30 continuous minutes or more.
03/21/2021,MISO,"Physical threat to its Facility excluding weather or natural disaster related threats, which has the potential to degrade the normal operation of the Facility. Or suspicious device or activity at its Facility."
03/29/2021,NYIS,"Loss of electric service to more than 50,000 customers for 1 hour or more."
03/29/2021,CISO,Damage or destruction of its Facility that results from actual or suspected intentional human action.
03/30/2021,ERCO,"Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing)."
04/06/2021,SERC,Physical attack that could potentially impact electric power system adequacy or reliability; or vandalism which targets components of any security systems.
04/07/2021,RF,"Physical threat to its Facility excluding weather or natural disaster related threats, which has the potential to degrade the normal operation of the Facility. Or suspicious device or activity at its Facility."
04/07/2021,ERCO,Complete loss of monitoring or control capability at its staffed Bulk Electric System control center for 30 continuous minutes or more.
04/08/2021,CISO,"Physical threat to its Facility excluding weather or natural disaster related threats, which has the potential to degrade the normal operation of the Facility. Or suspicious device or activity at its Facility."
04/09/2021,ERCO,Damage or destruction of its Facility that results from actual or suspected intentional human action.
04/12/2021,CISO,Damage or destruction of its Facility that results from actual or suspected intentional human action.
04/13/2021,ERCO,"Physical threat to its Facility excluding weather or natural disaster related threats, which has the potential to degrade the normal operation of the Facility. Or suspicious device or activity at its Facility."
04/13/2021,ERCO,Public appeal to reduce the use of electricity for purposes of maintaining the continuity of the Bulk Electric System.
04/13/2021,MISO,Complete loss of monitoring or control capability at its staffed Bulk Electric System control center for 30 continuous minutes or more.
04/14/2021,RF,Complete loss of monitoring or control capability at its staffed Bulk Electric System control center for 30 continuous minutes or more.
04/21/2021,MISO,"Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing)."
04/21/2021,ERCO,Complete loss of monitoring or control capability at its staffed Bulk Electric System control center for 30 continuous minutes or more.
04/22/2021,MISO,Complete loss of monitoring or control capability at its staffed Bulk Electric System control center for 30 continuous minutes or more.
04/22/2021,CISO,Fuel supply emergencies that could impact electric power system adequacy or reliability.
04/24/2021,ERCO,"Physical threat to its Facility excluding weather or natural disaster related threats, which has the potential to degrade the normal operation of the Facility. Or suspicious device or activity at its Facility."
04/24/2021,SERC,"Loss of electric service to more than 50,000 customers for 1 hour or more."
04/25/2021,SERC,Damage or destruction of its Facility that results from actual or suspected intentional human action.
04/26/2021,NYIS,Complete loss of monitoring or control capability at its staffed Bulk Electric System control center for 30 continuous minutes or more.
05/02/2021,NYIS,Unplanned evacuation from its Bulk Electric System control center facility for 30 continuous minutes or more. 
05/03/2021,MISO,"Complete loss of monitoring or control capability at its staffed Bulk Electric System control center for 30 
                continuous minutes or more."
05/03/2021,SERC,"Physical threat to its Facility excluding weather or natural disaster related threats, which has the potential to degrade the normal operation of the Facility. Or suspicious device or activity at its Facility."
05/04/2021,SERC,"Loss of electric service to more than 50,000 customers for 1 hour or more."
05/04/2021,SERC,"Loss of electric service to more than 50,000 customers for 1 hour or more."
05/05/2021,RF,Physical attack that could potentially impact electric power system adequacy or reliability; or vandalism which targets components of any security systems.
05/06/2021,SERC,Public appeal to reduce the use of electricity for purposes of maintaining the continuity of the Bulk Electric System.
05/10/2021,RF,"Complete loss of monitoring or control capability at its staffed Bulk Electric System control center for 30 
                continuous minutes or more."
05/10/2021,RF,"Complete loss of monitoring or control capability at its staffed Bulk Electric System control center for 30 
                continuous minutes or more."
05/11/2021,ERCO,Physical attack that could potentially impact electric power system adequacy or reliability; or vandalism which targets components of any security systems.
05/11/2021,MISO,"Complete loss of monitoring or control capability at its staffed Bulk Electric System control center for 30 
                continuous minutes or more."
05/14/2021,CISO,Damage or destruction of its Facility that results from actual or suspected intentional human action.
05/14/2021,RF,"Physical threat to its Facility excluding weather or natural disaster related threats, which has the potential to degrade the normal operation of the Facility. Or suspicious device or activity at its Facility."
05/18/2021,ERCO,"Loss of electric service to more than 50,000 customers for 1 hour or more."
05/18/2021,RF,Damage or destruction of its Facility that results from actual or suspected intentional human action.
05/20/2021,SERC,"Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing)."
05/20/2021,CISO,Physical attack that could potentially impact electric power system adequacy or reliability; or vandalism which targets components of any security systems.
05/24/2021,CISO,Physical attack that could potentially impact electric power system adequacy or reliability; or vandalism which targets components of any security systems.
05/25/2021,RF,Unplanned evacuation from its Bulk Electric System control center facility for 30 continuous minutes or more. 
05/27/2021,CISO,"Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing)."
05/27/2021,CISO,Unplanned evacuation from its Bulk Electric System control center facility for 30 continuous minutes or more. 
05/28/2021,SERC,"Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing)."
05/28/2021,CISO,"Physical threat to its Facility excluding weather or natural disaster related threats, which has the potential to degrade the normal operation of the Facility. Or suspicious device or activity at its Facility."
05/28/2021,MISO,Unplanned evacuation from its Bulk Electric System control center facility for 30 continuous minutes or more. 
06/06/2021,RF,"Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing)."
06/07/2021,MISO,"Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing)."
06/07/2021,ERCO,"Total generation loss, within one minute of: greater than or equal to 2,000 Megawatts in the Eastern or Western Interconnection or greater than or equal to 1,400 Megawatts in the ERCOT Interconnection."
06/07/2021,CISO,Complete loss of monitoring or control capability at its staffed Bulk Electric System control center for 30 continuous minutes or more.
06/08/2021,ERCO,Damage or destruction of its Facility that results from actual or suspected intentional human action.
06/09/2021,CISO,Complete loss of monitoring or control capability at its staffed Bulk Electric System control center for 30 continuous minutes or more.
06/10/2021,MISO,"Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing)."
06/11/2021,MISO,"Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing)."
06/14/2021,ERCO,Public appeal to reduce the use of electricity for purposes of maintaining the continuity of the Bulk Electric System.
06/14/2021,ERCO,Public appeal to reduce the use of electricity for purposes of maintaining the continuity of the Bulk Electric System.
06/14/2021,CISO,"Physical threat to its Facility excluding weather or natural disaster related threats, which has the potential to degrade the normal operation of the Facility. Or suspicious device or activity at its Facility."
06/15/2021,ERCO,Cyber event that could potentially impact electric power system adequacy or reliability.
06/15/2021,MISO,Complete loss of monitoring or control capability at its staffed Bulk Electric System control center for 30 continuous minutes or more.
06/16/2021,SERC,"Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing)."
06/16/2021,NYIS,Complete loss of monitoring or control capability at its staffed Bulk Electric System control center for 30 continuous minutes or more.
06/16/2021,SERC,Physical attack that could potentially impact electric power system adequacy or reliability; or vandalism which targets components of any security systems.
06/19/2021,CISO,"Loss of electric service to more than 50,000 customers for 1 hour or more."
06/21/2021,SERC,"Physical threat to its Facility excluding weather or natural disaster related threats, which has the potential to degrade the normal operation of the Facility. Or suspicious device or activity at its Facility."
06/21/2021,RF,"Loss of electric service to more than 50,000 customers for 1 hour or more."
06/23/2021,SERC,Complete loss of monitoring or control capability at its staffed Bulk Electric System control center for 30 continuous minutes or more.
06/24/2021,CISO,Electrical System Separation (Islanding) where part or parts of a power grid remain(s) operational in an otherwise blacked out area or within the partial failure of an integrated electrical system.
06/24/2021,SERC,Damage or destruction of its Facility that results from actual or suspected intentional human action.
06/27/2021,MISO,Damage or destruction of its Facility that results from actual or suspected intentional human action.
06/27/2021,NYIS,Damage or destruction of its Facility that results from actual or suspected intentional human action.
06/28/2021,CISO,Public appeal to reduce the use of electricity for purposes of maintaining the continuity of the Bulk Electric System.
06/28/2021,SERC,"Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing)."
06/29/2021,RF,"Loss of electric service to more than 50,000 customers for 1 hour or more."
06/30/2021,NYIS,"Loss of electric service to more than 50,000 customers for 1 hour or more."
07/03/2021,CISO,Damage or destruction of its Facility that results from actual or suspected intentional human action. - 17. Facility Physical Threat
07/04/2021,CISO,"Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing)."
07/05/2021,NYIS,"Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing)."
07/05/2021,RF/SERC,Unplanned evacuation from its Bulk Electric System control center facility for 30 continuous minutes or more.
07/06/2021,RF,"Loss of electric service to more than 50,000 customers for 1 hour or more"
07/07/2021,SERC,"Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing)."
07/07/2021,RF,"Loss of electric service to more than 50,000 customers for 1 hour or more"
07/08/2021,NYIS,"Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing)."
07/08/2021,MISO,"Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing)."
07/09/2021,CISO,Public appeal to reduce the use of electricity for purposes of maintaining the continuity of the Bulk Electric System
07/09/2021,CISO,Public appeal to reduce the use of electricity for purposes of maintaining the continuity of the Bulk Electric System
07/10/2021,MRO/SERC,"Loss of electric service to more than 50,000 customers for 1 hour or more"
07/10/2021,MISO,"Loss of electric service to more than 50,000 customers for 1 hour or more"
07/10/2021,SERC,"Loss of electric service to more than 50,000 customers for 1 hour or more"
07/10/2021,CISO,Public appeal to reduce the use of electricity for purposes of maintaining the continuity of the Bulk Electric System
07/10/2021,MRO/SERC,"Loss of electric service to more than 50,000 customers for 1 hour or more"
07/11/2021,CISO,Public appeal to reduce the use of electricity for purposes of maintaining the continuity of the Bulk Electric System
07/12/2021,CISO,Damage or destruction of its Facility that results from actual or suspected intentional human action.
07/14/2021,CISO,Electrical System Separation (Islanding) where part or parts of a power grid remain(s) operational in an otherwise blacked out area or within the partial failure of an integrated electrical system
07/18/2021,RF,"Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing)."
07/20/2021,RF,Complete loss of monitoring or control capability at its staffed Bulk Electric System control center for 30 continuous minutes or more.
07/21/2021,RF,"Loss of electric service to more than 50,000 customers for 1 hour or more"
07/22/2021,CISO,Complete loss of monitoring or control capability at its staffed Bulk Electric System control center for 30 continuous minutes or more.
07/23/2021,MRO/RF,"Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing)."
07/23/2021,RF/SERC,Complete loss of monitoring or control capability at its staffed Bulk Electric System control center for 30 continuous minutes or more.
07/24/2021,RF,"Loss of electric service to more than 50,000 customers for 1 hour or more"
07/26/2021,CISO,Damage or destruction of its Facility that results from actual or suspected intentional human action.
07/28/2021,NYIS,Complete loss of monitoring or control capability at its staffed Bulk Electric System control center for 30 continuous minutes or more.
07/30/2021,MISO,Complete loss of monitoring or control capability at its staffed Bulk Electric System control center for 30 continuous minutes or more.
08/01/2021,CISO,Physical attack that could potentially impact electric power system adequacy or reliability; or vandalism which targets components of any security systems
08/01/2021,CISO,Electrical System Separation (Islanding) where part or parts of a power grid remain(s) operational in an otherwise blacked out area or within the partial failure of an integrated electrical system
08/02/2021,ERCO,"Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing)."
08/02/2021,ERCO,"Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing)."
